"SYMBOL"	"ENTREZID"
"AAR2"	"25980"
"ABCA2"	"20"
"ABCB6"	"10058"
"ABCG5"	"64240"
"AC008695.1"	NA
"ACKR3"	"57007"
"ACP5"	"54"
"ACRV1"	"56"
"ACTR3B"	"57180"
"ACTR8"	"93973"
"ADAM11"	"4185"
"ADAM19"	"8728"
"ADAM23"	"8745"
"ADAMTS19"	"171019"
"ADGRG2"	"10149"
"ADH1B"	"125"
"ADRA2B"	"151"
"ADRB1"	"153"
"AGGF1"	"55109"
"AIFM2"	"84883"
"AJAP1"	"55966"
"AKR7A2"	"8574"
"ALAD"	"210"
"ALAS1"	"211"
"ALG12"	"79087"
"ALG2"	"85365"
"ALKBH2"	"121642"
"ALX1"	"8092"
"ALX3"	"257"
"AMN"	"81693"
"ANKRD10"	"55608"
"ANKRD13D"	"338692"
"ANKRD37"	"353322"
"ANTXR2"	"118429"
"ANXA5"	"308"
"AP3B1"	"8546"
"APH1B"	"83464"
"APLP2"	"334"
"APOL1"	"8542"
"APOLD1"	"81575"
"APOOL"	"139322"
"ARHGAP1"	"392"
"ARHGAP32"	"9743"
"ARHGAP6"	"395"
"ARHGEF2"	"9181"
"ARID4A"	"5926"
"ARL15"	"54622"
"ARL8B"	"55207"
"ARNT2"	"9915"
"ARSB"	"411"
"ARVCF"	"421"
"ASF1B"	"55723"
"ASRGL1"	"80150"
"ASTN1"	"460"
"ATAD2"	"29028"
"ATAD2B"	"54454"
"ATF7IP"	"55729"
"ATG4B"	"23192"
"ATOH1"	"474"
"ATP13A3"	"79572"
"ATP2A2"	"488"
"ATP5PD"	"10476"
"ATP5PO"	"539"
"ATP6AP2"	"10159"
"ATP6V0A1"	"535"
"ATP6V1B1"	"525"
"ATP6V1B2"	"526"
"ATP6V1F"	"9296"
"ATP8A1"	"10396"
"ATXN1L"	"342371"
"AURKAIP1"	"54998"
"AZIN1"	"51582"
"BAD"	"572"
"BAP1"	"8314"
"BAZ1A"	"11177"
"BBS10"	"79738"
"BCDIN3D"	"144233"
"BCL2L10"	"10017"
"BCORL1"	"63035"
"BEND3"	"57673"
"BEND4"	"389206"
"BHLHA15"	"168620"
"BLOC1S1"	"2647"
"BMP4"	"652"
"BMP8A"	"353500"
"BRINP2"	"57795"
"BRIP1"	"83990"
"BRMS1L"	"84312"
"BRPF3"	"27154"
"BRSK1"	"84446"
"BTBD2"	"55643"
"BUB1"	"699"
"BUD31"	"8896"
"C15orf62"	"643338"
"C17orf50"	"146853"
"C1D"	"10438"
"C1GALT1C1"	"29071"
"C2orf72"	"257407"
"C7orf31"	"136895"
"CA10"	"56934"
"CABP1"	"9478"
"CACNA1I"	"8911"
"CACNA2D2"	"9254"
"CACNB4"	"785"
"CALML6"	"163688"
"CAPN7"	"23473"
"CAPNS1"	"826"
"CASK"	"8573"
"CASP6"	"839"
"CATSPERZ"	"25858"
"CBFB"	"865"
"CBS"	"875"
"CBX4"	"8535"
"CCDC134"	"79879"
"CCDC22"	"28952"
"CCDC24"	"149473"
"CCDC65"	"85478"
"CCDC84"	"338657"
"CCNB1"	"891"
"CCNF"	"899"
"CCT8L2"	"150160"
"CD14"	"929"
"CD19"	"930"
"CD274"	"29126"
"CD320"	"51293"
"CD72"	"971"
"CDC42BPA"	"8476"
"CDC5L"	"988"
"CDCA5"	"113130"
"CDH9"	"1007"
"CDK10"	"8558"
"CDK16"	"5127"
"CDYL"	"9425"
"CENPM"	"79019"
"CEP97"	"79598"
"CEPT1"	"10390"
"CFAP410"	"755"
"CFAP47"	"286464"
"CFLAR"	"8837"
"CHD1"	"1105"
"CHEK1"	"1111"
"CHP2"	"63928"
"CHPF"	"79586"
"CHST5"	"23563"
"CHUK"	"1147"
"CIAO3"	"64428"
"CKAP2L"	"150468"
"CLK4"	"57396"
"CNKSR2"	"22866"
"CNNM2"	"54805"
"CNOT10"	"25904"
"CNOT7"	"29883"
"CNOT8"	"9337"
"CNST"	"163882"
"CNTFR"	"1271"
"CNTN2"	"6900"
"COL3A1"	"1281"
"COP1"	"64326"
"COPRS"	"55352"
"COPS4"	"51138"
"COQ6"	"51004"
"COX19"	"90639"
"CPSF6"	"11052"
"CREB3"	"10488"
"CRLF3"	"51379"
"CRYAB"	"1410"
"CRYBA4"	"1413"
"CRYGD"	"1421"
"CSRNP1"	"64651"
"CUL4A"	"8451"
"CYP4Z1"	"199974"
"CYTH1"	"9267"
"DALRD3"	"55152"
"DAPK1"	"1612"
"DCAF7"	"10238"
"DCANP1"	"140947"
"DCLRE1A"	"9937"
"DDX19A"	"55308"
"DDX21"	"9188"
"DDX23"	"9416"
"DDX39A"	"10212"
"DDX3X"	"1654"
"DDX42"	"11325"
"DDX5"	"1655"
"DDX59"	"83479"
"DEAF1"	"10522"
"DENND5B"	"160518"
"DGCR2"	"9993"
"DHX35"	"60625"
"DHX36"	"170506"
"DHX8"	"1659"
"DIAPH2"	"1730"
"DKK1"	"22943"
"DLG4"	"1742"
"DNAJC17"	"55192"
"DNMT3B"	"1789"
"DOCK11"	"139818"
"DRC1"	"92749"
"DRG1"	"4733"
"DSE"	"29940"
"DTX3L"	"151636"
"DUS4L"	"11062"
"DUSP26"	"78986"
"DYNLRB2"	"83657"
"EBNA1BP2"	"10969"
"ECD"	"11319"
"EDN2"	"1907"
"EDNRA"	"1909"
"EEPD1"	"80820"
"EFHC2"	"80258"
"EGLN1"	"54583"
"EIF3H"	"8667"
"EIF3M"	"10480"
"ELAPOR1"	NA
"ELOVL4"	"6785"
"EMC1"	"23065"
"EMC7"	"56851"
"EME2"	"197342"
"EML1"	"2009"
"ENDOG"	"2021"
"ENDOV"	"284131"
"ENG"	"2022"
"ENO1"	"2023"
"ENPP1"	"5167"
"EOMES"	"8320"
"EPO"	"2056"
"ERBB4"	"2066"
"ERCC3"	"2071"
"ERRFI1"	"54206"
"ESF1"	"51575"
"EVI5L"	"115704"
"EXOSC6"	"118460"
"EXOSC8"	"11340"
"FAM111A"	"63901"
"FAM120AOS"	"158293"
"FAM126A"	"84668"
"FAM126B"	"285172"
"FAM149B1"	"317662"
"FAM160A2"	"84067"
"FAM161A"	"84140"
"FAM174C"	"55009"
"FAM214A"	"56204"
"FANCB"	"2187"
"FBXL16"	"146330"
"FBXL19"	"54620"
"FBXL4"	"26235"
"FBXO25"	"26260"
"FBXO38"	"81545"
"FBXO5"	"26271"
"FCF1"	"51077"
"FCGR1A"	"2209"
"FCHSD2"	"9873"
"FDX1"	"2230"
"FER"	"2241"
"FGF4"	"2249"
"FIG4"	"9896"
"FLT3LG"	"2323"
"FLVCR2"	"55640"
"FNDC3A"	"22862"
"FNDC3B"	"64778"
"FNTB"	"2342"
"FOXD3"	"27022"
"FOXK1"	"221937"
"FOXO1"	"2308"
"FOXO3"	"2309"
"FRMPD3"	"84443"
"FSCN1"	"6624"
"FUT7"	"2529"
"FZD1"	"8321"
"FZD6"	"8323"
"FZD7"	"8324"
"GABRA4"	"2557"
"GALNT5"	"11227"
"GALT"	"2592"
"GAP43"	"2596"
"GAS8"	"2622"
"GATA6"	"2627"
"GATAD2A"	"54815"
"GATM"	"2628"
"GDF15"	"9518"
"GDF6"	"392255"
"GET4"	"51608"
"GGA1"	"26088"
"GGPS1"	"9453"
"GIMAP8"	"155038"
"GJA3"	"2700"
"GJB2"	"2706"
"GK2"	"2712"
"GLG1"	"2734"
"GLMN"	"11146"
"GLUL"	"2752"
"GNLY"	"10578"
"GNPAT"	"8443"
"GPC2"	"221914"
"GPC3"	"2719"
"GPC6"	"10082"
"GPR162"	"27239"
"GRAMD1B"	"57476"
"GRB10"	"2887"
"GRHL1"	"29841"
"GRIK5"	"2901"
"GRM3"	"2913"
"GSC2"	"2928"
"GSK3A"	"2931"
"GTF2A1L"	"11036"
"GTF2F1"	"2962"
"GTF2H1"	"2965"
"GTF2I"	"2969"
"GTF3C3"	"9330"
"GTPBP10"	"85865"
"H3-3B"	"3021"
"HACE1"	"57531"
"HAND2"	"9464"
"HASPIN"	"83903"
"HAUS2"	"55142"
"HAVCR2"	"84868"
"HDAC8"	"55869"
"HDC"	"3067"
"HECW1"	"23072"
"HERPUD2"	"64224"
"HES4"	"57801"
"HEXIM1"	"10614"
"HGSNAT"	"138050"
"HIBCH"	"26275"
"HINT3"	"135114"
"HMBOX1"	"79618"
"HMGB1"	"3146"
"HMGCS2"	"3158"
"HMX1"	"3166"
"HMX2"	"3167"
"HNF4A"	"3172"
"HNRNPDL"	"9987"
"HOXA11"	"3207"
"HOXA13"	"3209"
"HOXB8"	"3218"
"HOXC10"	"3226"
"HOXD13"	"3239"
"HOXD9"	"3235"
"HP1BP3"	"50809"
"HRG"	"3273"
"HRH2"	"3274"
"HROB"	"78995"
"HSD17B1"	"3292"
"HSPB11"	"51668"
"HUS1"	"3364"
"IDO2"	"169355"
"IFI35"	"3430"
"IFRD1"	"3475"
"IFT20"	"90410"
"IFT27"	"11020"
"IGIP"	"492311"
"IGSF9B"	"22997"
"IL10RA"	"3587"
"IL1R1"	"3554"
"IL1RAPL2"	"26280"
"IL25"	"64806"
"IL4"	"3565"
"ING5"	"84289"
"INO80D"	"54891"
"INPP5A"	"3632"
"INPPL1"	"3636"
"INTS13"	"55726"
"INTS7"	"25896"
"IP6K3"	"117283"
"IPMK"	"253430"
"IPO11"	"51194"
"IRF2BP1"	"26145"
"IRF6"	"3664"
"ISY1"	"57461"
"ISY1-RAB43"	"100534599"
"ITGA2"	"3673"
"ITGB8"	"3696"
"JADE2"	"23338"
"JAKMIP1"	"152789"
"JMJD6"	"23210"
"JPH4"	"84502"
"JUND"	"3727"
"KANSL2"	"54934"
"KAT14"	"57325"
"KBTBD4"	"55709"
"KCNA4"	"3739"
"KCND2"	"3751"
"KCNH4"	"23415"
"KCNN2"	"3781"
"KCNQ3"	"3786"
"KDELR2"	"11014"
"KDM3A"	"55818"
"KDM7A"	"80853"
"KIF5A"	"3798"
"KLHL10"	"317719"
"KLHL12"	"59349"
"KLHL2"	"11275"
"KLHL22"	"84861"
"KLHL35"	"283212"
"KMT5A"	"387893"
"KPNA2"	"3838"
"KPNA4"	"3840"
"KRT79"	"338785"
"L1CAM"	"3897"
"LAMTOR4"	"389541"
"LAMTOR5"	"10542"
"LARP1"	"23367"
"LARS2"	"23395"
"LBR"	"3930"
"LCN6"	"158062"
"LCP2"	"3937"
"LEFTY2"	"7044"
"LEO1"	"123169"
"LGALS3"	"3958"
"LHCGR"	"3973"
"LHX3"	"8022"
"LHX4"	"89884"
"LIF"	"3976"
"LIN9"	"286826"
"LIX1L"	"128077"
"LKAAEAR1"	"198437"
"LMO2"	"4005"
"LMOD2"	"442721"
"LRP4"	"4038"
"LRRC37B"	"114659"
"LRRC43"	"254050"
"LRRTM1"	"347730"
"LSM1"	"27257"
"LSM11"	"134353"
"LTO1"	"220064"
"LYPLA1"	"10434"
"MAGOH"	"4116"
"MAOA"	"4128"
"MAP2K2"	"5605"
"MAP4K5"	"11183"
"MAPK12"	"6300"
"MAPKAP1"	"79109"
"MARK4"	"57787"
"MAST3"	"23031"
"MBOAT7"	"79143"
"MCCC2"	"64087"
"MCHR2"	"84539"
"MCM2"	"4171"
"MED21"	"9412"
"MEIOC"	"284071"
"MEX3B"	"84206"
"MFN1"	"55669"
"MFNG"	"4242"
"MGMT"	"4255"
"MGP"	"4256"
"MID2"	"11043"
"MIEF1"	"54471"
"MIPOL1"	"145282"
"MLLT3"	"4300"
"MMACHC"	"25974"
"MNDA"	"4332"
"MNS1"	"55329"
"MOV10"	"4343"
"MPHOSPH10"	"10199"
"MPHOSPH8"	"54737"
"MPV17L2"	"84769"
"MRPL15"	"29088"
"MRPL3"	"11222"
"MRPL34"	"64981"
"MRPL38"	"64978"
"MRPL45"	"84311"
"MRPL46"	"26589"
"MRPL48"	"51642"
"MRPL54"	"116541"
"MRPL57"	"78988"
"MRPL58"	"3396"
"MRPS23"	"51649"
"MRPS28"	"28957"
"MRPS7"	"51081"
"MS4A7"	"58475"
"MSH6"	"2956"
"MSTO1"	"55154"
"MTERF3"	"51001"
"MTHFD1"	"4522"
"MTPAP"	"55149"
"MTX2"	"10651"
"MYCN"	"4613"
"MYEF2"	"50804"
"MYLIP"	"29116"
"MYO6"	"4646"
"NAA80"	"24142"
"NACC2"	"138151"
"NAPA"	"8775"
"NBN"	"4683"
"NCAPD3"	"23310"
"NCAPH"	"23397"
"NCBP3"	"55421"
"NDUFS8"	"4728"
"NEK7"	"140609"
"NEO1"	"4756"
"NETO1"	"81832"
"NFATC2"	"4773"
"NFATC3"	"4775"
"NFIX"	"4784"
"NFKB1"	"4790"
"NFX1"	"4799"
"NIPBL"	"25836"
"NKX2-5"	"1482"
"NKX6-2"	"84504"
"NMD3"	"51068"
"NMNAT2"	"23057"
"NOB1"	"28987"
"NOL10"	"79954"
"NOM1"	"64434"
"NOS1"	"4842"
"NPR3"	"4883"
"NR4A3"	"8013"
"NRDC"	"4898"
"NRK"	"203447"
