"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-983189"	"Kinesins"	"2/33"	"59/10654"	0.014259061378231	0.30080365294254	0.273757710463057	"3835/29127"	2
"R-HSA-112382"	"Formation of RNA Pol II elongation complex "	"2/33"	"61/10654"	0.015192260189083	0.30080365294254	0.273757710463057	"85403/4300"	2
"R-HSA-75955"	"RNA Polymerase II Transcription Elongation"	"2/33"	"61/10654"	0.015192260189083	0.30080365294254	0.273757710463057	"85403/4300"	2
"R-HSA-72163"	"mRNA Splicing - Major Pathway"	"3/33"	"183/10654"	0.0186389569840207	0.30080365294254	0.273757710463057	"57703/6631/10250"	3
"R-HSA-72172"	"mRNA Splicing"	"3/33"	"191/10654"	0.0208557070881891	0.30080365294254	0.273757710463057	"57703/6631/10250"	3
"R-HSA-381340"	"Transcriptional regulation of white adipocyte differentiation"	"2/33"	"84/10654"	0.0276912439993036	0.30080365294254	0.273757710463057	"2033/90390"	2
